text_a,label
add tapper zukie to the all out 00s playlist,6	
the half-life chronicle deserves 3 points,3	
give the current series 3 points,3	
is there snowfall nearby american samoa,1		
i want to find a restaurant that has a table for two at 5 am,2	
will it be cloudy in lenzburg  papua new guinea,1		
add album to acoustic spring,6	
play an album from 1987 ,0			
i d like to watch animated movies at national amusements,4	
find by title champagne showers,5	
give modern glamour: the art of unexpected style three out of 6 stars,3	
where can i find the tv show earth defense force 2025,5	
book a spot for me  reyna and maxine at a taverna on monday,2	
rate the current essay a 1,3	
rate the previous essay 1 of 6 stars,3	
look for the tv series all around performance horse weekly,5	
me and my mummy want to go to an indian bar next winter within the same area of cortelyou rd,2	
i want to book a doughnut bar in american samoa,2	
i want a song by john schlitt in the bajo las estrellas playlist  ,6	
add the crowd to corinne s acoustic soul playlist,6	
what s the weather in macclenny,1		
book a english pub for me  belinda and dena close-by syria next dec ,2	
add the tune to bandas sonoras,6	
book a spot for seven at a brasserie with ginestrata,2	
add priscilla to my playlist classical dance music ballet & beyond,6	
add album to princesas indie,6	
find films in the neighborhood,4	
what is the weather one minute from now in ocilla,1		
what is the midnight forecast for argentina,1		
i give warheart 5 stars ,3	
rate the current novel two points,3	
i d like to eat at the oyster bar for a party of one that has internet,2	
which movies are playing at b&b theatres at 2 pm,4	
i want to add the war is not over to geraldine s pop punk powerhouses playlist,6	
what animated movies are playing at imax corporation,4	
where is bernardsville,1		
give the current novel 3 stars ,3	
play southern rock tunes,0			
what is the movie schedule for movies close by,4	
can you get me the starcross saga,5	
can i see movie schedules for movies this evening in the neighbourhood,4	
where is the man with a cross playing,4	
rate this album book zero out of 6 points,3	
book a table for 10 people on bunker hill day at a food court which serves spätzle in monaco,2	
marcia carolus rex should get added to my women of sxsw playlist,6	
search for the show champagne showers,5	
i need to find the work brotherly love,5	
give the current essay five points / 6 ,3	
weather for ringold,1		
use itunes to play a soundtrack from the year 1954,0			
add dickey betts to my throwback thursday playlist  ,6	
what s the weather forecast for mi for august 20th,1		
is there a blizzard in stonewood,1		
show me a textbook with a rating of 2 and a maximum rating of 6 that is current,3	
when can i see a handful of dust in a movie theatre,4	
find a reservation at boone tavern for 4 people in 10:24,2	
book me best joint restaurant for 2 members at american samoa today,2	
play me a seventies ep,0			
give this album a rating of 4 ,3	
i want a table for 9 in loyola at gus stevens seafood restaurant & buccaneer lounge,2	
please add this artist to my zen focus playlist,6	
can you search miracle in the rain,5	
add this track to my playlist named trabajo relax,6	
please book me a table for 1 person at a brasserie ,2	
play the edge by deezer on vans warped tour compilation 2003,0			
play angela winbush ep that is popular,0			
i want to listen to the song shamus,5	
play track cabbage by keiji haino,0			
find a photograph called between the days,5	
i d like to hear the song in a reverie,5	
what will the weather be like at my current spot on january the 19th,1		
play some gangsta music,0			
mark the final battle score two out of 6,3	
book laurelhurst theater for 8 people  ,2	
give this book 1 stars ,3	
play a chant by mike jones,0			
find the sentimental bloke novel,5	
play some paul stookey from the sixties,0			
rate this novel 1 of 6,3	
put lullaby of birdland onto fusion fest ,6	
play live at leeds,5	
i want to book a restaurant for ten this summer,2	
add this artist to the playlist called fusion fest,6	
add this song to the top 100 indie tracks on spotify playlist,6	
what are the movie times for films playing in the area,4	
book a restaurant for november 19,2	
play a theme from walerij leontjew,0			
show the ancient art of war picture,5	
rate the bok series preparedness 101: zombie apocalypse two for 6 stars,3	
which animated movies are playing at the nearest movie house,4	
find naomi & wynonna: love can build a bridge,4	
show me the television show called south california purples,5	
please add liberty forever to the road trip playlist ,6	
i need a restaurant in indonesia for 7,2	
please rate this book and album 4 to 6 stars ,3	
get me a picture about sardonic wrath,5	
i d like to watch demolition man at 11:09 pm,4	
i gave the current book a three of 6,3	
i d like to find the limited lovers novel,5	
play easy listening,0			
search for live forever: the rise and fall of brit pop tv show,5	
what s the weather looking like in macy,1		
is it warm in west monroe,1		
look for the no bigger than a minute soundtrack,5	
is cradle robbers playing at the nearest movie theatre,4	
i have a party of four in japan and need a reservation at rimsky-korsakoffee house on aug  the 3rd ,2	
show creativity of the greatest movie ever sold,5	
can you play a sonata,0			
i would like a table for jacqueline wilson and deanna at david carpenter house in uncas fm,2	
i want to hear the soundtrack to the platinum rule,5	
i want to book a pizza restaurant close to astor place for nine at 3 am,2	
is it going to hail in mount san jacinto state park,1		
give me some movie schedules ,4	
find a table for two in a place not far in culdesac,2	
where can i find the game a little bit of mambo,5	
i need journal of pediatric oncology nursing  help me find,5	
can i hear a song by david hodges,0			
is hercules and xena: the battle for mount olympus playing at the closest cinema,4	
book a spot for one,2	
rate the current novel five of 6 points,3	
who was the artist who did the painting called spyro 2: season of flame,5	
show video game name find the colour,5	
add this tune to my guest list gamesradar playlist,6	
open netflix and play david frizzell,0			
play me a song from voices & images,0			
play music by bonobo,0			
i want to add black ribbons to the i love my neo soul playlist,6	
book the oriel in allison for a party of four ,2	
i d like to get 4 seats at a restaurant ,2	
find time for ace of the saddle,4	
book indian food at a highly rated pub for 1 for 02:22 pm,2	
can you get seating for 1 person at a cafeteria in pauls crossroads,2	
play twenties on groove shark,0			
is there any predicted snowfall in 2 months in vandalia  el salvador,1		
what time is tommy and quadrophenia live playing at marcus corporation,4	
this track should go into my playlist called this is beethoven,6	
need a table in serbia and montenegro on apr  16 for a party of seven,2	
this is rated 5 out of 6 for an essay,3	
show me the picture nothin,5	
i want to go to an outdoor cafe in pioneer day,2	
will it be freezing within walking distance of alaska,1		
show me the movie schedule for loews cineplex ,4	
play a top twenty sort by akinyele ,0			
rate the book a girl  a man  and a river a five,3	
play chantal kreviazuk  sister ray,0			
i would like to rate the current chronicle 4 to 6 stars ,3	
is there a program about the last flight,5	
find andreas hofer at elevenses,4	
find the game endangered species,5	
book a table at laurie beechman theatre for a party of 4 in utah,2	
i give 0 points to the book the eleventh hour,3	
play a top ryuichi kawamura chant on groove shark,0			
add kevin cadogan to the 80s classic hits list,6	
find the tv show when i was a boy,5	
add the artist jamie t to hallie s winter music playlist,6	
add my favorite track to baroque 50 spotify picks,6	
is sheikh chilli playing,4	
add bonobo to queen playlis,6	
i want to eat a a brasserie that serves muffuletta  where can i get a reservation,2	
programming the universe is average and deserves three stars out of 6  ,3	
i need a table for 4 in pelland,2	
need a booking for 6 in ok for the city of boonton,2	
open pandora and play the top five melody by hanna sjedokowa,0			
i am rating this book named the infinite man 5 stars,3	
will it get warmer in berkley,1		
play robert fripp sound track on pandora,0			
this book gets out of a total of 6 stars only 1,3	
what is the weather in silver springs western sahara,1		
play who knows where the time goes by grigory leps,0			
